Categoría,Clasificación general de la profesión (por ejemplo: Salud, Tecnología, Educación, Ingeniería, etc.),Número,Profesión,Empleabilidad al 1° Año,Sueldo Promedio 4° Año,Sector,A_t_scaled,R_h_scaled,C_i_scaled,ISIA_new,Categoría de Riesgo_new,Demanda Anual Actual,Demanda Anual Proyectada en 5 años con adopción de IA,Oferta Actual,Recomendación de Estudio,Cambios Curriculares IA,Tendencia de Empleo (5 años),Nivel de Digitalización Actual,Adaptabilidad a IA (A_i),Requerimiento de Reentrenamiento (%),Satisfacción Laboral Promedio,Nivel de Educación Requerido,Duración Promedio de la Carrera (años),Edad Promedio de Ingreso Laboral,Brecha de Género Laboral (%),Remuneración IA-Optimizada (Proyección),Remuneración con Desplazamiento por IA (Proyección),Probabilidad de Sustitución por IA (%),Índice de Creatividad Requerida,Índice de Interacción Humana,IA como Complemento (%),IA como Sustituto (%),Tasa de Innovación del Sector,Demanda Global Estimada (5 años),Nivel de Regulación/Ética Relevante,Índice de Estabilidad Laboral,Empleabilidad en 5 años,Empleabilidad en 10 años,Empleabilidad en 15 años,Demanda Anual en 5 años,Demanda Anual en 10 años,Demanda Anual en 15 años,Sueldo Promedio 4° Año en 5 años,Sueldo Promedio 4° Año en 10 años,Sueldo Promedio 4° Año en 15 años
Universitaria,Salud,1,Medicina,91,3202000,Salud,1,10,3,-7.3,Expansión y crecimiento,5000,6000,1200,ALTAMENTE RECOMENDADA; Medicina mantiene demanda estructural en Chile por envejecimiento poblacional; baja automatización IA; ISIA muy bajo por alta complejidad diagnóstica y empatía humana.,Telemedicina; diagnóstico asistido por IA; ética médica en IA; análisis de big data clínicos; integración con wearables,Transversal,Aumento,6,9,10,85,Universitaria,7,26,35,3500000,2800000,5,9,10,85,15,8,Alta,95,90,88,6000,6400,6800,3500000,3700000,3900000
Universitaria,Salud,2,Enfermería Universitaria,82,1100000,Salud,2,9,6,-4.5,Expansión y crecimiento,8000,9000,5000,RECOMENDADA; Alta demanda en salud primaria y hospitalaria; IA como apoyo en gestión y monitoreo; formación en cuidado crónico.,Formación en teleasistencia; monitoreo remoto; IA para gestión de turnos; interpretación de alertas clínicas,Transversal,Aumento,7,8,20,78,Universitaria,4,22,28,1300000,1000000,10,7,6,70,20,10,Alta,97,92,90,9000,9500,10000,1400000,1500000,1600000
Universitaria,Salud,3,Odontología,75,1500000,Salud,3,8,7,-2.8,Transformación híbrida,2000,2200,600,RECOMENDADA; Procedimientos manuales mantienen rol humano; IA en imagenología dental y planificación.; Enfocar en prótesis digital y CAD CAM.,Incluir CAD CAM; diagnóstico por imagen IA; teleodontología; ética de datos,Estable,6,7,18,80,Universitaria,5,24,27,1700000,1400000,8,6,7,70,25,8,Media,94,89,85,2200,2300,2400,1650000,1750000,1850000
Universitaria,Salud,4,Fonoaudiología,68,900000,Salud,4,7,7,-1.2,Transformación híbrida,500,600,300,RECOMENDADA CON ENFOQUE EN IA; Terapias asistidas por IA y registro de progresos; demanda estable en niños y adultos mayores.,Formación en herramientas de teleterapia; uso de asistentes conversacionales; análisis de voz asistido IA,Estable,5,6,25,76,Universitaria,4,23,26,1100000,900000,12,5,8,75,15,9,Media,88,84,80,650,700,750,1000000,1050000,1100000
Universitaria,Salud,5,Kinesiología,70,950000,Salud,5,7,7,-1.5,Transformación híbrida,1200,1500,700,RECOMENDADA; Rehabilitación presencial mantiene valor; IA en seguimiento funcional y telekinesiología.,Currícula con sensores; análisis de movimiento asistido IA; telerehabilitación,Estable,6,6,22,79,Universitaria,4,24,28,1200000,1000000,10,6,7,75,18,9,Media,90,86,83,1400,1600,1800,1100000,1200000,1300000
Universitaria,Salud,6,Psicología Clínica,65,980000,Salud Mental,6,8,8,-3.0,Transformación híbrida,1500,1700,800,RECOMENDADA CON PRECAUCIÓN; Terapia presencial sigue siendo clave; IA como apoyo en evaluación y triage.,Formación en terapia asistida por IA; ética y confidencialidad; herramientas de evaluación automatizada,Disminución ligera,5,7,30,72,Universitaria,5,25,30,1050000,900000,15,7,9,65,25,20,Media,85,80,77,1600,1700,1800,1000000,1050000,1100000
Universitaria,Salud,7,Medicina Veterinaria,74,1000000,Salud,6,6,6,-0.8,Estable,600,650,400,RECOMENDADA; Servicios veterinarios presenciales y de emergencia requieren habilidad manual; IA en diagnóstico por imagen y gestión clínica.,Incluir diagnóstico por imagen asistido IA; telemedicina vet; epidemiología digital,Estable,6,6,20,80,Universitaria,4,22,20,1100000,950000,8,6,6,75,12,7,Media,86,82,80,700,730,760,1150000,1200000,1250000
Universitaria,Salud,8,Obstetricia y Puericultura,78,980000,Salud,7,8,7,-1.0,Expansión y crecimiento,400,450,300,RECOMENDADA; Atención maternoinfantil continúa siendo prioritaria; IA en monitorización fetal y registros.,Formación en telemonitorización; integración con dispositivos de seguimiento perinatal; ética,Estable,5,8,18,83,Universitaria,5,23,18,1200000,1000000,9,6,8,70,10,10,Alta,88,85,82,420,450,480,1150000,1250000,1350000
Universitaria,Salud,9,Biomedicina,62,1300000,Biotech,8,6,9,2.5,Expansión y crecimiento,300,500,150,RECOMENDADA; Sector biotech creciente; IA para análisis genómico y descubrimiento de fármacos aumenta demanda.,Agregar bioinformática; aprendizaje automático aplicado a omicas; laboratorios digitales,Aumento,8,9,30,74,Universitaria,6,26,30,1600000,1400000,12,8,7,75,40,9,Alta,78,75,72,320,420,520,1500000,1700000,1900000
Universitaria,Salud,10,Salud Pública,60,1150000,Salud,7,7,8,-0.5,Expansión y crecimiento,200,300,100,RECOMENDADA; Epidemiología y gestión sanitaria clave post pandemia; IA en modelado y vigilancia.,Currícula con modelado epidemiológico IA; salud digital; políticas de datos,Estable,7,7,28,70,Universitaria,5,25,22,1250000,1100000,10,6,7,70,30,8,Alta,91,88,85,220,260,300,1200000,1300000,1400000
Universitaria,Tecnología,11,Ingeniería Informática,90,2200000,Tecnología,8,5,9,6.5,Expansión y crecimiento,6000,7500,3500,MUY RECOMENDADA; Desarrollo software e IA es núcleo de transformación; alta empleabilidad y salarios competitivos.,Incluir ML; MLOps; ética IA; ciberseguridad; desarrollo cloud,Aumento,9,9,40,82,Universitaria,9,30,20,3000000,2400000,20,8,6,80,20,12,Alta,99,96,94,8000,9500,11000,2800000,3200000,3600000
Universitaria,Tecnología,12,Data Science,88,2400000,Tecnología,9,4,9,12.0,Avanzada,2500,4000,800,MUY RECOMENDADA; Rol central en análisis y modelos predictivos; alta integración con IA.; Demanda corporativa elevada.,Programas en ML avanzado; ética de modelos; MLOps; NLP; visualización,Aumento,9,9,45,83,Universitaria,9,35,18,4200000,3000000,25,9,5,85,15,10,Alta,99,97,95,3200,4200,5200,3600000,4200000,4800000
